,text
65,"<price>140<rating>93<whiskey>Four Roses Small Batch 130th Anniversary Edition, 54.15%<review>A beguiling nose balances maturity and freshness, with charred oak, caramelized sugar, blackberry pie filling, floral notes, and toasted almond evolving in deep layers. The concentration on the palate is jaw-dropping—so much richness, power, and grace, as flavors flit across the tongue. Robust and drinkable, the fruity pie filling turns to candied orange peel and buckwheat honey before a licorice-laced finish. (13,140 bottles) Collectible"
66,"<price>80<rating>91<whiskey>Glengoyne Cask Strength (Batch #006), 59.8%<review>This was matured entirely in sherry wood. Blackcurrants, black pepper, vanilla, caramel, and fruit spices on the nose. Supple on the malty palate, with red berry fruits, nutty sherry, and almonds. The finish is spicy, with black tea and firm oak."
67,"<price>121<rating>85<whiskey>Nant Single Malt, 43%<review>This is a creamy, rich, refreshing departure from the more common styles of Australian whisky and it's ample proof that diversity will be a major part of the Oz story. This is milky chocolate and cocoa, almost like cachaça, with some soft violet and red wine notes, and—somewhat bizarrely—black currant sorbet. As I said about shouting Aussies above, this is anything but; a delicate, light-fingered exercise in style. A$125"
68,"<price>70<rating>85<whiskey>Oola Discourse Three Shores Whiskey Black Label French Oak, Cabernet Barrel Finished, 47%<review>A blend of Highlands scotch, Canadian whisky, and high-rye whiskey from Seattle’s Oola Distillery, with an additional year of aging in cabernet sauvignon barrels. The wine influence is apparent, with plum, cherry, and raspberry on the nose. French vanilla, dusty oak, white chocolate, and stone fruit dominate a creamy and mellow palate. Poached pears, honey, and cornbread flavors bring a little too much sweetness and lack depth."
69,"<price>45<rating>86<whiskey>Hazelburn 10 year old, 46%<review>This expression from Springbank Distillery is taking over from its highly regarded 12 year old sibling. It is unpeated, distilled three times, and matured in bourbon casks. It is non-chill filtered. The nose is gently floral, with pears, toffee, and soft oak, then emerging herbal tobacco notes. The palate is full and slightly oily, with cream, orchard fruits, cinnamon, and sea salt. The finish is long, with vanilla and cocoa powder."
70,"<price>108<rating>81<whiskey>Single Malts of Scotland (distilled at Allt-a-Bhainne) 1992, 50.2%<review>Not often seen as a single bottling, here we have Speyside’s modernist distillery in typically delicate guise, with plenty of subtle florals (think hyacinth and daffodils), something which is amplified with water. Imagine a cool day in early spring and you are pretty much there. The mouth is clean and fresh, with a little acidity. Water doesn’t damage the palate delivery, but neither does it particularly enhance things. A sorbet rather than a meal. £65"
71,"<price>135<rating>87<whiskey>Blackadder Raw Cask (distilled at Edradour), 1976, 49.4%<review>Gold color. Aromas of toffee, nuts, and a hint of mint. Medium in body, with a malty, coating texture. The flavors evolve on the palate, with toffee up front, malty sweetness in the middle and nutty, finishing pleasantly dry with a hint of mint and vanilla. 
"
72,"<price>24<rating>79<whiskey>Copper Fox Single Malt Spirit, 62%<review>The malt was “lightly smoked” with a 60/40 mix of apple and cherry woods. It is very light in the nose, which gives a fruitbowl—apple, white grape, pear—topped with wet malt, and just a hint of that smoke. Very hot, as expected, but the smoke is more pronounced, with a creamy texture. Water brings out more malt, and notes of cocoa, ripe Red Delicious apple, and nuts…and a somewhat rough finish. Interesting, and mixable."
73,"<price>75<rating>86<whiskey>Booker’s 2017-02 “Blue Knights Batch,” 63.7%<review>Think corn: roasted, canned, creamed, mashed, pan-fried, in salsa, and in bread. The corn pops early and often. This complements hazelnut, caramel pudding, and baking spices. A drop of water really opens this up, softening the corn-heavy notes and bringing forth fruits and spices. Even the finish is better with water. Perhaps this whiskey was meant to have a lower proof."
74,"<price>101<rating>85<whiskey>That Boutique-y Whisky Company (distilled at Auchentoshan) Batch 2, 46.6%<review>Batch 2 runs to 295 bottles and, in common with the rest of the range, carries no age statement. Peaches in brandy, ginger, honey, and milk chocolate on the pleasingly floral nose. The palate is silky, with more floral notes, plus cedar, oak, and soft spices. Almonds and allspice in the medium length finish. £63/500 ml"
75,"<price>125<rating>92<whiskey>Bardstown Bourbon Company Phifer Pavitt Reserve, 53.5%<review>Aromas of oak, dried fruit, and horse saddle set up for a sucker punch of leather boxing glove from this big and brawny bourbon. But it also dances with grace, tickling the tongue with sweet spices, dark bitter chocolate, and wisps of tobacco. Intriguing notes of horehound, cocoa-dusted almonds, and baked apples are lip-smacking good, and it handles water well, revealing ever more depth."
76,"<price>190<rating>88<whiskey>Springbank 18 year old, 46%<review>Nice to see stocks distilled after the 1980s ‘silent period’ turning 18 years old. The sherry influence here is complementary, but not overpowering. Notes of toffee almond, vanilla fudge, chocolate-coated citrus, bramble, and candied ginger. Polished leather, dried spice, and a hint of brine on the finish dries it out nicely and keeps it interesting. Not quite as dynamic and complex as some of those legendary pre-1980s Springers, but it’s smooth, well-rounded, and more-ish."
77,"<price>62<rating>88<whiskey>Old Pulteney WK217, 46%<review>WK217 is the latest in Pulteney’s Travel Retail-exclusive range of releases named after the registrations of fishing vessels. This expression has been matured in a mix of Spanish and American oak sherry butts. Fig rolls, black treacle, sultanas, and a hint of cinnamon on the nose. Finally, milk chocolate. Smooth and oily on the palate, with soft spices, before deeper and darker sherry notes arrive. The finish is relatively long, with sherry and spice, then final spiky licorice notes. £40 (liter)"
78,"<price>45<rating>80<whiskey>Breakout Premium Rye Whiskey, 43%<review>Interesting: “Bottled by The Tennessee Spirits Company, Pewaukee, WI.” Woody nose, spiked with dry rye spiciness: black pepper, dried mint. My, that’s hot. It’s a rye rocket, and the wood’s drying up every bit of sweet here, leaving my tongue wrinkly. A bit of water, though, and this is a much happier whiskey; softer, sweeter notes come out, and the mint cheers up. (sourced whiskey) "
79,"<price>330<rating>91<whiskey>Bruichladdich Black Art 05.1 1992, 48.4%<review>As ever, the composition of Black Art is a closely guarded secret, and this is distiller Adam Hannett’s first such assembly. Rich aromas of fig, succulent autumn berries, sherry, cream, and malt feature on the complex, floral nose. Viscous on the palate, which opens dry, with developing berry fruits and spicy oak, plus dried fruits and candied peel. Long and drying in the finish, with plum and peppery oak."
80,"<price>45<rating>85<whiskey>Old Forester 1870 Original Batch, 45%<review>The first release in the “Whiskey Row” series. Nicely balanced flavors with a youthful kick. Fairly straightforward in profile, with plenty of spice (cinnamon, clove, mint, and nutmeg), citrus fruit (orange, tangerine, grapefruit), and honey vanilla. Dry, spicy finish. A little rough around the edges, but otherwise an enjoyable whiskey."
81,"<price>23<rating>83<whiskey>Wild Turkey Rye, 40.5%<review>The follow-up to 81 proof Wild Turkey bourbon—and part of a continuing trend by distillers to release versatile whiskey: reasonably priced, no age statement, that will stand out in cocktails but can be enjoyed on its own in a pinch. Very spicy, yet relatively soft in character, with suggestions of gin botanicals, dried fruits, honeyed vanilla, and teasing charred oak. Very quaffable for a rye whiskey. "
82,"<price>25<rating>94<whiskey>Evan Williams Single Barrel 1996 Vintage, 43.3%<review>The 11th annual vintage release of Evan Williams and, judging by the taste of this bourbon, there’s no shortage of excellent bourbon to bottle. This is a rich, seductive bourbon. Sticky toffee, maple syrup, and vanilla cream notes up front are followed by candied fruit, refreshing mint, and spicy cinnamon. Dry, resinous oak finish. Kentucky’s answer to a beautifully sherried Speyside single malt scotch. Outstanding!"
83,"<price>70<rating>88<whiskey>Duncan Taylor 10 year old Dimensions Cask Strength 2008 (distilled at Aultmore), 53%<review>A rich, fruity nose of baked apple, fruitcake, sliced almond, honey, and white pepper. At cask strength this is quite a bumpy ride, with warm apple, sultana, and caramel revving up to a jagged peak of ginger, pepper, and clove. When your taste buds emerge on the other side, it settles into a more pleasing caramel and toffee sweetness. Perfect for armchair mountaineers."
84,"<price>100<rating>93<whiskey>Little Book Chapter 2 “Noe Simple Task,” 59.4%<review>A fascinating flurry of aromas—red fruit punch, floral bouquet, honey, tropical guava and passion fruit, and assorted gummy candies. The dense palate balances sweet pineapple upside-down cake with tart ruby-red grapefruit, punctuated with lively allspice, dark cocoa powder, and ginger. The spectrum of bright flavors is underscored by deep spice and polished oak, while the impressive impact and skillful blending are spellbinding. Kentucky straight rye whiskey with two Canadian whiskies."
85,"<price>45<rating>83<whiskey>Wigle Small Cask Series Rye, 42%<review>Strong, bold aromas of rye grain, fruit (raspberries, black grapes), and dry cinnamon. Punchy rye on the tongue, starts 42% tame but quickly catches fire, roaring toward a barnburner of a finish. As the fire dies down, you find cocoa and rye oil in the embers. This young (12 month) rye is small-barrel shouty, but the roots are good. Solid effort."
